,id,regionname,countryname,projectstatusdisplay,last_stage_reached_name,project_name,pdo,impagency,cons_serv_reqd_ind,url,boardapprovaldate,closingdate,projectfinancialtype,curr_project_cost,curr_ibrd_commitment,curr_ida_commitment,curr_total_commitment,grantamt,borrower,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,sector1,sector2,sector3,theme1,theme2
12439,P071033,South Asia,Republic of India,Closed,Bank Approved,Karnataka Community-Based Tank Management Project,To improve rural livelihoods and reduce poverty by developing and strengthening community-based approaches to improving and managing selected tank systems.,,,http://projects.worldbank.org/P071033/karnataka-community-based-tank-management-project?lang=en,2002-04-25T00:00:00Z,2012-01-31,Other,124970000,0,98900000,98900000,,,Specific Investment Loan,B,,Irrigation and Drainage,Sub-National Government,"Other Agriculture, Fishing and Forestry",Participation and civic engagement,Rural services and infrastructure
12523,P070421,South Asia,Republic of India,Closed,Bank Approved,KARNATAKA STATE HIGHWAYS IMPROVEMENT PROJECT,"The project development objective is to improve the core road network in Karnataka.  To meet the PDO, the project is expected to generate the following outputs: (i) enhancement of the capacity and quality of the core state highway network through road upgrading  and widening of 1000 km. of priority state roads and rehabilitation of 1,300 km of state roads; (ii) safer transit on selected corridors through a pilot road safety program; (iii) improvement of the livelihoods of PAFs; (iv) improved allocation and provision of adequate f unding for the road sector; and (v) more efficient and effective network management and del ivery of road infrastructure services.",,,http://projects.worldbank.org/P070421/karnataka-state-highways-improvement-project?lang=en,2001-05-24T00:00:00Z,2007-10-31,Other,447000000,360000000,0,360000000,,,Specific Investment Loan,A,,Roads and highways,Central Government (Central Agencies),,"Micro, Small and Medium Enterprise support",Other urban development
12612,P069889,South Asia,Republic of India,Closed,Bank Approved,Mizoram State Roads Project,To improve the management and carrying capacity of the Mizoram core State road network.,,,http://projects.worldbank.org/P069889/mizoram-state-roads-project?lang=en,2002-03-14T00:00:00Z,2010-12-31,Other,70000000,0,60000000,60000000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,,,Infrastructure services for private sector development,
12651,P069376,South Asia,Republic of India,Closed,Bank Approved,INDIA - CFC PRODUCTION SECTOR CLOSURE PROJECT (ODS III),,,,http://projects.worldbank.org/P069376/india-cfc-production-sector-closure-project-ods-iii?lang=en,2000-06-09T00:00:00Z,2011-12-31,Grants,83020000,0,0,0,,,Specific Investment Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,Environmental policies and institutions,Pollution management and environmental health
12699,P068691,South Asia,Republic of India,Dropped,Concept Review,Community Infrastructure Project,,,,http://projects.worldbank.org/P068691/community-infrastructure-project?lang=en,,,,60000000,0,43000000,43000000,,,Specific Investment Loan,F,,(Historic)Other urban development,,,,
12744,P067606,South Asia,Republic of India,Closed,Bank Approved,India: Uttar Pradesh State Roads Project,"The project development objective is to improve the performance of the core road system in Uttar Pradesh. The objective will be achi eved by (i) improving the capacity and quality of the core state highway network and major district roads; (ii) enhancing road maint enance planning and execution, and reducing the backlog of deferred periodic maintenance; (iii) reducing accidents; (iv) easing traf fic movement at selected inter-state crossings; and (v) strengthening the capacities of the Public Works Department.",,,http://projects.worldbank.org/P067606/uttar-pradesh-state-roads-project?lang=en,2002-12-19T00:00:00Z,2010-12-31,Other,614840000,488000000,0,488000000,,,Specific Investment Loan,A,,Rural and Inter-Urban Roads,,,Infrastructure services for private sector development,Other public sector governance
12749,P067543,South Asia,Republic of India,Closed,Bank Approved,SECOND NATIONAL LEPROSY ELIMINATION PROJECT,,,,http://projects.worldbank.org/P067543/second-national-leprosy-elimination-project?lang=en,2001-03-27T00:00:00Z,2004-12-31,Other,42200000,0,30000000,30000000,,,Specific Investment Loan,C,,Health,Social Protection,Central Government (Central Agencies),Decentralization,Gender
12750,P067527,South Asia,Republic of India,Dropped,Concept Review,Orissa State Road Project,,,,http://projects.worldbank.org/P067527/orissa-state-road-project?lang=en,,,,202000000,129000000,0,129000000,,,Specific Investment Loan,A,,Roads and highways,,,Infrastructure services for private sector development,
12751,P067502,South Asia,Republic of India,Dropped,,Karnataka Urban Water and Sanitation Sector Improvement Project,"The project would include the following components: Water Supply and Sanitation (WS &S) Private Sector Contract and Technical Assistance. Urban Investment Component. Institutional Development Component. Preparation of Future Project. Objectives The objectives of the project are to i) improve the efficiency, management, and delivery of water supply and sanitation services (WS &S) in participating urban local bodies through the introduction of the private sector, thereby laying the ground work for sustainable involvement of the private sector in the overall management of these services; ii) enhance the general planning and financial management capacity of participating ULBs; and iii) initiate the preparation of urban service improvements to be implemented in Bangalore under a future operation",,,http://projects.worldbank.org/P067502/karnataka-urban-water-sanitation-sector-improvement-project?lang=en,,,,0,0,0,0,,,Specific Investment Loan,B,,Water Supply,Sub-National Government,,Other financial and private sector development,"Public expenditure, financial management and procurement"
12758,P067330,South Asia,Republic of India,Closed,Bank Approved,Immunization Strengthening Project,,,,http://projects.worldbank.org/P067330/immunization-strengthening-project?lang=en,2000-04-25T00:00:00Z,2005-12-31,IDA,158800000,0,142600000,142600000,,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Urban services and housing for the poor,Child health
12764,P067216,South Asia,Republic of India,Closed,Bank Approved,KARNATAKA WATERSHED DEVELOPMENT PROJECT,"A. ,,The key development objective is to improve the productive potential of selected watersheds and their associated natural resource base, and strengthen community and institutional arrangements for natural resource management.    B.,,,,An associated objective is to strengthen the capacity of communities in the project districts for participatory involvement in planning , implementation, social and environmental management, maintenance of assets emanating from local level development program, and to have the implementing department operate in a more socially inclusive manner, with the framework of a convergent watershed development plan.",,,http://projects.worldbank.org/P067216/karnataka-watershed-development-project?lang=en,2001-06-21T00:00:00Z,2009-03-31,Other,127600000,0,100400000,100400000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Social Protection,"Agricultural Extension, Research, and Other Support Activities",Environmental policies and institutions,Rural non-farm income generation
12765,P067215,South Asia,Republic of India,Dropped,Concept Review,Delhi Water Supply & Sewerage,The objective is to implement comprehensive reform of the water and sanitation sector in the capital city. This project has been put on hold at the request of the Department of Economic Affairs.  TBD,,,http://projects.worldbank.org/P067215/delhi-water-supply-sewerage?lang=en,,,,250000000,140000000,0,140000000,,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",,,Infrastructure services for private sector development,
